id,glpi_id,titulo,status_id,prioridade_id,tipo_id,criado_em,solucionado_em,tempo_para_resolver,tempo_para_atribuir,categoria,entidade,localizacao,tecnicos,requerentes
5332,5446,Ajuda e Suporte/ Equipamentos,6,3,2,2024-09-11 09:40:35+00:00,2024-09-11 11:19:43+00:00,,,AJUDA E SUPORTE > MOVIMENTO DE EQUIPAMENTOS DE TI,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > CASA CIVIL,,"anderson-oliveira, luciano-silva",
5922,6041,Ajuda e Suporte \ Atendimento ao usuário,5,3,2,2024-11-19 09:54:47+00:00,2024-11-19 10:00:57+00:00,,,AJUDA E SUPORTE > ATENDIMENTO AO USUÁRIO,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > GG,Palácio do Piratini,leonardo-riela,angela-oetinger
5959,6078,Ajuda e Suporte \  falha proxy,5,3,2,2024-11-25 14:14:02+00:00,2024-11-25 14:14:13+00:00,,,AJUDA E SUPORTE > ATENDIMENTO AO USUÁRIO,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > GG,,anderson-oliveira,vinicius-flores
4896,5008,Monitor está apagando // CC - Legislativo // Cleodi Samrsla,6,3,2,2024-07-24 16:49:50+00:00,2024-07-24 16:50:30+00:00,,,AJUDA E SUPORTE > ATENDIMENTO AO USUÁRIO,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > CASA CIVIL,,silvio-valim,cleodi-samrsla
4370,4476,Imprimir Atos // CC - DGAP // Daniela Vieira da Cunha,6,3,2,2024-05-29 14:46:29+00:00,2024-05-29 14:46:40+00:00,,,DTIC > EQUIPAMENTOS > INSTALAÇÃO > IMPRESSORA,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > CASA CIVIL,,silvio-valim,daniela-cunha
5537,5655,Sem acesso à Internet // Subchefia Parlamentar // Maurício Nunes,6,3,1,2024-10-07 10:40:30+00:00,2024-10-07 10:40:35+00:00,,,AJUDA E SUPORTE > ATENDIMENTO AO USUÁRIO,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > CASA CIVIL,,silvio-valim,mauricio-santos
5538,5656,Acesso a Sistemas\Reset de Senha de Rede,5,3,2,2024-10-07 10:47:19+00:00,2024-10-07 10:47:45+00:00,,,ACESSO A SISTEMAS > REDE > RESET DE SENHA,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > CASA CIVIL,,anderson-oliveira,maison-goncalves
4371,4477,Revogar MFA // GVG - Gabinete // Jussara Cenci,6,3,2,2024-05-29 14:49:44+00:00,2024-05-29 14:49:50+00:00,,,ACESSO A SISTEMAS > OFFICE 365 > EMAIL > ATUALIZAR DADOS,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > GVG,,silvio-valim,jussara-silveira
3340,3433,Alterar Dados Office // CC - SAA // Aline Filter,6,3,2,2024-01-29 13:46:14+00:00,2024-01-29 13:46:37+00:00,,,ACESSO A SISTEMAS > OFFICE 365,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > CASA CIVIL,,silvio-valim,aline-oliveira
3341,3434,Instalar Office // CC - Subchefia do Interior // Rose Mari Minho,6,3,2,2024-01-29 14:16:01+00:00,2024-01-29 14:16:12+00:00,,,ACESSO A SISTEMAS > OFFICE 365,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > CASA CIVIL,,silvio-valim,rose-santos
3034,3125,Acesso a Sistemas Rede Piratini,6,4,2,2024-01-02 08:44:53+00:00,2024-01-02 09:20:07+00:00,,,ACESSO A SISTEMAS > REDE > LIBERAÇÃO DE ACESSO,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > CASA CIVIL,,anderson-oliveira,almeris-junior
3035,3126,"INCIDENTE  - Rua Duque de Caxias, 951",6,3,2,2024-01-02 09:17:28+00:00,2024-01-02 11:08:57+00:00,,,DTIC > INFRAESTRUTURA > OUTROS,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > CASA CIVIL,,anderson-oliveira,dorinha-jirkowsky
3036,3127,Office 365 // PERMISSÃO PARA CRIAR EQUIPES - Suchefia de Operações,6,3,2,2024-01-02 09:35:56+00:00,2024-01-02 15:39:23+00:00,,,ACESSO A SISTEMAS > OFFICE 365 > CRIAR EQUIPE SHAREPOINT,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > CASA MILITAR,,anderson-oliveira,jorgiane-lima
3037,3128,Reset de Senha,6,3,1,2024-01-02 12:00:00+00:00,2024-01-02 12:00:00+00:00,,,ACESSO A SISTEMAS > OFFICE 365 > EMAIL > ATUALIZAR DADOS,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > GG,,anderson-oliveira,joao-bomfim
3038,3129,Atendimento ao usuário Suporte - ADMINISTRATIVO,6,3,2,2024-01-02 09:58:02+00:00,2024-01-02 12:17:52+00:00,,,ACESSO A SISTEMAS > SOE > PROA > ADICIONAR A GRUPO,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > SECOM,,miguelangelo,andre-graminho
3039,3130,Acesso a Sistemas  - FPE - OUTRO,6,3,2,2024-01-02 10:29:35+00:00,2024-01-17 08:10:01+00:00,,,,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > SECOM,,pablo-guimaraes,mikaelly-bueno
3040,3131,Acesso a Sistemas  - FPE - OUTRO,6,3,2,2024-01-02 10:30:12+00:00,2024-01-17 08:09:20+00:00,,,,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > SECOM,,pablo-guimaraes,bruno-santos
3041,3132,INCIDENTE  - ouvidoria geral do Estado,6,3,2,2024-01-02 11:14:51+00:00,2024-01-04 09:01:29+00:00,,,DTIC > INFRAESTRUTURA > OUTROS,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > CASA CIVIL,,thales-leite,andre-dorneles
3042,3133,Sem acesso internet - Depósito Defesa Civil,6,3,1,2024-01-02 11:26:58+00:00,2024-01-04 15:41:46+00:00,,,DTIC > INFRAESTRUTURA,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > CASA MILITAR,,edson-silva,ivandro-liotto
4627,4739,Relatório mensal usuários inativos AD // CC - DTI // Lucas Sergio,6,3,2,2024-07-01 14:54:41+00:00,2024-07-01 14:55:01+00:00,,,DTIC > INFRAESTRUTURA,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS,,,
3043,3134,Office 365 // PERMISSÃO PARA CRIAR EQUIPES - GABINETE CASA MILITAR,6,3,2,2024-01-02 12:09:50+00:00,2024-01-08 13:11:22+00:00,,,ACESSO A SISTEMAS > OFFICE 365 > CRIAR EQUIPE SHAREPOINT,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > CASA MILITAR,,anderson-oliveira,roberta-martins
3044,3135,Acesso a Sistemas Rede Piratini,6,3,2,2024-01-02 13:53:57+00:00,2024-01-02 16:57:18+00:00,,,ACESSO A SISTEMAS > REDE > LIBERAÇÃO DE ACESSO,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > SECOM,,"miguelangelo, anderson-oliveira",andre-graminho
3045,3136,Atendimento ao usuário Suporte - monitoramento,6,3,2,2024-01-02 14:13:42+00:00,2024-01-02 14:17:55+00:00,,,AJUDA E SUPORTE > ATENDIMENTO AO USUÁRIO,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > SECOM,,anderson-oliveira,andre-graminho
3046,3137,Acesso ao sistema OFFICE ,6,3,2,2024-01-02 12:00:00+00:00,2024-01-02 17:13:21+00:00,,,ACESSO A SISTEMAS > SOE > FPE,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > CASA CIVIL,,miguelangelo,melissa-costa
3047,3138,Acesso a Sistemas  - FPE - LIBERAR ACESSO,6,3,2,2024-01-02 15:40:05+00:00,2024-01-04 17:57:51+00:00,,,,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > GVG,,pablo-guimaraes,carla-calero
3048,3139,Atendimento ao usuário Suporte - ADMINISTRATIVO,6,3,2,2024-01-02 16:54:14+00:00,2024-01-02 17:09:00+00:00,,,DTIC > SISTEMAS > ALTERAÇÃO DE ACESSO,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > SECOM,,miguelangelo,andre-graminho
3049,3140,Usuário bloqueado,6,3,2,2024-01-02 17:04:55+00:00,2024-01-02 17:05:44+00:00,,,DTIC > SISTEMAS > ALTERAÇÃO DE ACESSO,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > CASA MILITAR,,anderson-oliveira,marcus-oliveira
3050,3141,Atendimento ao usuário Suporte - Cais Mauá 2º andar/Casa Civil - Subchefia Administrativa,6,3,2,2024-01-03 07:45:54+00:00,2024-01-03 10:11:45+00:00,,,ACESSO A SISTEMAS > SOE > PROA,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > CASA CIVIL,,miguelangelo,aline-oliveira
3051,3142,Inclusão de Administrador Site GVG // GVG - Comunicação // juliane-pimentel,6,3,2,2024-01-03 08:57:57+00:00,2024-01-03 09:01:42+00:00,,,ACESSO A SISTEMAS > SOE,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > GVG,,pablo-guimaraes,juliane-pimentel
3211,3304,INCIDENTE  - GVG,6,3,2,2024-01-18 09:56:36+00:00,2024-01-18 10:11:46+00:00,,,DTIC > INFRAESTRUTURA > OUTROS,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > GVG,,anderson-oliveira,marcielli-bierhals
3052,3143,Acesso a Sistemas Rede Piratini,6,3,2,2024-01-03 09:28:29+00:00,2024-01-04 08:58:27+00:00,,,ACESSO A SISTEMAS > REDE > LIBERAÇÃO DE ACESSO,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > CASA CIVIL,,"miguelangelo, anderson-oliveira",maristela-kaminski
3053,3144,Problema VOIP 4154- Gabinete GG,6,3,2,2024-01-03 09:48:04+00:00,2024-01-03 13:38:01+00:00,,,DTIC > INFRAESTRUTURA > OUTROS,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > GG,,anderson-oliveira,maria-lermen
3054,3145,Atendimento ao usuário Suporte - GABINETE GG,6,3,2,2024-01-03 10:19:38+00:00,2024-01-03 13:38:30+00:00,,,AJUDA E SUPORTE > MOVIMENTO DE EQUIPAMENTOS DE TI > EMPRESTIMO,Entidade raiz > PIRATINI > CENTRAL DE ATENDIMENTOS > GG,,anderson-oliveira,maria-lermen
